Price,Adj Close,Close,High,Low,Open,Volume
Ticker,S,S,S,S,S,S
Date,,,,,,
2023-01-03,14.569999694824219,14.569999694824219,15.399999618530273,14.529999732971191,15.010000228881836,6335000
2023-01-04,14.989999771118164,14.989999771118164,15.069999694824219,14.119999885559082,14.859999656677246,6131700
2023-01-05,13.260000228881836,13.260000228881836,14.5600004196167,13.024999618530273,14.550000190734863,5835800
2023-01-06,13.279999732971191,13.279999732971191,13.529999732971191,12.6899995803833,13.289999961853027,4148400
2023-01-09,13.640000343322754,13.640000343322754,14.319999694824219,13.420000076293945,13.520000457763672,4277200
2023-01-10,14.25,14.25,14.289999961853027,13.164999961853027,13.460000038146973,5765100
2023-01-11,14.390000343322754,14.390000343322754,14.5600004196167,14.074999809265137,14.430000305175781,3551700
2023-01-12,14.199999809265137,14.199999809265137,14.220000267028809,13.109999656677246,13.289999961853027,7638300
2023-01-13,14.319999694824219,14.319999694824219,14.579999923706055,14.079999923706055,14.210000038146973,3934200
2023-01-17,14.510000228881836,14.510000228881836,14.725000381469727,13.734999656677246,14.319999694824219,7228200
2023-01-18,14.010000228881836,14.010000228881836,15.204999923706055,13.989999771118164,14.600000381469727,5523800
2023-01-19,13.8100004196167,13.8100004196167,14.149999618530273,13.489999771118164,13.789999961853027,4415500
2023-01-20,14.380000114440918,14.380000114440918,14.65999984741211,13.819999694824219,13.970000267028809,9246300
2023-01-23,14.819999694824219,14.819999694824219,14.9399995803833,13.975000381469727,14.199999809265137,4246200
2023-01-24,14.5,14.5,15.619999885559082,14.395000457763672,14.949999809265137,4430100
2023-01-25,14.380000114440918,14.380000114440918,14.4350004196167,13.687999725341797,13.979999542236328,3932900
2023-01-26,14.520000457763672,14.520000457763672,15.079999923706055,14.114999771118164,14.829999923706055,3313500
2023-01-27,15.020000457763672,15.020000457763672,15.229999542236328,14.350000381469727,14.380000114440918,4925800
2023-01-30,14.59000015258789,14.59000015258789,14.970000267028809,14.420000076293945,14.880000114440918,4497900
2023-01-31,15.09000015258789,15.09000015258789,15.109999656677246,14.399999618530273,14.710000038146973,8411900
2023-02-01,15.819999694824219,15.819999694824219,16.0049991607666,14.880000114440918,15.09000015258789,6179700
2023-02-02,16.739999771118164,16.739999771118164,17.360000610351562,16.100000381469727,16.5,8258100
2023-02-03,15.710000038146973,15.710000038146973,16.55699920654297,15.694999694824219,15.979999542236328,5079000
2023-02-06,15.069999694824219,15.069999694824219,15.75,15.050000190734863,15.399999618530273,4617700
2023-02-07,16.06999969482422,16.06999969482422,16.170000076293945,14.779999732971191,15.119999885559082,4926100
2023-02-08,15.75,15.75,16.579999923706055,15.65999984741211,16.309999465942383,2650100
2023-02-09,15.949999809265137,15.949999809265137,16.440000534057617,15.899999618530273,16.030000686645508,3210800
2023-02-10,15.25,15.25,15.708999633789062,15.055000305175781,15.65999984741211,4669500
2023-02-13,15.529999732971191,15.529999732971191,16.033000946044922,15.34000015258789,15.40999984741211,3991900
2023-02-14,16.649999618530273,16.649999618530273,16.704999923706055,15.010000228881836,15.270000457763672,4694600
