Price,Adj Close,Close,High,Low,Open,Volume
Ticker,QS,QS,QS,QS,QS,QS
Date,,,,,,
2023-01-03,5.400000095367432,5.400000095367432,5.929999828338623,5.300000190734863,5.849999904632568,6657500
2023-01-04,5.559999942779541,5.559999942779541,5.669000148773193,5.269999980926514,5.5,5661900
2023-01-05,5.409999847412109,5.409999847412109,5.505000114440918,5.28000020980835,5.5,3986700
2023-01-06,5.639999866485596,5.639999866485596,5.690000057220459,5.28000020980835,5.440000057220459,3932800
2023-01-09,6.300000190734863,6.300000190734863,6.449999809265137,5.735000133514404,5.800000190734863,9841300
2023-01-10,6.659999847412109,6.659999847412109,6.699999809265137,6.139999866485596,6.269999980926514,6013800
2023-01-11,7.210000038146973,7.210000038146973,7.309999942779541,6.519999980926514,6.760000228881836,10746900
2023-01-12,7.610000133514404,7.610000133514404,7.630000114440918,6.949999809265137,7.260000228881836,8171900
2023-01-13,8.300000190734863,8.300000190734863,8.350000381469727,7.369999885559082,7.420000076293945,10971700
2023-01-17,7.590000152587891,7.590000152587891,8.369999885559082,7.53000020980835,8.300000190734863,10065800
2023-01-18,7.360000133514404,7.360000133514404,7.96999979019165,7.269999980926514,7.71999979019165,6864600
2023-01-19,7.170000076293945,7.170000076293945,7.300000190734863,6.960000038146973,7.170000076293945,5106700
2023-01-20,7.730000019073486,7.730000019073486,7.739999771118164,7.179999828338623,7.360000133514404,5701200
2023-01-23,8.260000228881836,8.260000228881836,8.295000076293945,7.75,7.809999942779541,8760900
2023-01-24,7.869999885559082,7.869999885559082,8.3100004196167,7.599999904632568,8.100000381469727,6454600
2023-01-25,7.889999866485596,7.889999866485596,8.029999732971191,7.324999809265137,7.539999961853027,5812000
2023-01-26,8.140000343322754,8.140000343322754,8.329999923706055,7.679999828338623,8.199999809265137,5088900
2023-01-27,8.720000267028809,8.720000267028809,9.0,8.020000457763672,8.130000114440918,12743500
2023-01-30,8.029999732971191,8.029999732971191,8.739999771118164,8.010000228881836,8.529999732971191,6625900
2023-01-31,8.510000228881836,8.510000228881836,8.555000305175781,8.055000305175781,8.100000381469727,6687500
2023-02-01,8.739999771118164,8.739999771118164,8.869999885559082,8.25,8.600000381469727,4442100
2023-02-02,9.710000038146973,9.710000038146973,10.3100004196167,9.180000305175781,9.1899995803833,15044800
2023-02-03,9.229999542236328,9.229999542236328,10.229999542236328,9.079999923706055,9.3100004196167,9398700
2023-02-06,9.350000381469727,9.350000381469727,9.428999900817871,8.90999984741211,8.960000038146973,5693800
2023-02-07,9.170000076293945,9.170000076293945,9.329999923706055,8.704999923706055,9.300000190734863,7855500
2023-02-08,9.09000015258789,9.09000015258789,9.390000343322754,8.960000038146973,9.100000381469727,5291500
2023-02-09,8.59000015258789,8.59000015258789,9.539999961853027,8.524999618530273,9.399999618530273,7115000
2023-02-10,8.210000038146973,8.210000038146973,8.5600004196167,7.949999809265137,8.399999618530273,5533800
2023-02-13,8.380000114440918,8.380000114440918,8.579999923706055,8.020000457763672,8.25,3517300
2023-02-14,8.949999809265137,8.949999809265137,8.949999809265137,7.960000038146973,8.220000267028809,6737500
2023-02-15,11.84000015258789,11.84000015258789,11.899999618530273,8.979999542236328,8.979999542236328,16453800
2023-02-16,9.8100004196167,9.8100004196167,10.704999923706055,9.350000381469727,10.390000343322754,16757700
2023-02-17,10.3100004196167,10.3100004196167,10.520000457763672,9.670000076293945,9.75,9841100
2023-02-21,9.760000228881836,9.760000228881836,10.199999809265137,9.6899995803833,10.199999809265137,5408100
2023-02-22,9.890000343322754,9.890000343322754,10.100000381469727,9.710000038146973,9.770000457763672,5376800
2023-02-23,9.649999618530273,9.649999618530273,10.069999694824219,9.100000381469727,10.069999694824219,7171800
2023-02-24,9.079999923706055,9.079999923706055,9.539999961853027,8.979999542236328,9.479999542236328,5039400
2023-02-27,9.119999885559082,9.119999885559082,9.34000015258789,8.960000038146973,9.300000190734863,3679300
2023-02-28,9.569999694824219,9.569999694824219,9.664999961853027,8.975000381469727,9.119999885559082,5072600
2023-03-01,8.8100004196167,8.8100004196167,9.449999809265137,8.720999717712402,9.449999809265137,6253800
2023-03-02,8.880000114440918,8.880000114440918,8.90999984741211,8.40999984741211,8.699999809265137,4756600
2023-03-03,9.199999809265137,9.199999809265137,9.390000343322754,8.920000076293945,9.010000228881836,4873500
2023-03-06,8.779999732971191,8.779999732971191,9.369999885559082,8.640000343322754,9.359999656677246,5735800
2023-03-07,8.300000190734863,8.300000190734863,8.729999542236328,8.229999542236328,8.729999542236328,5009900
2023-03-08,7.820000171661377,7.820000171661377,8.199999809265137,7.630000114440918,8.199999809265137,9034500
2023-03-09,7.320000171661377,7.320000171661377,7.840000152587891,7.252999782562256,7.710000038146973,4871000
2023-03-10,7.349999904632568,7.349999904632568,7.568999767303467,7.045000076293945,7.269999980926514,5454000
2023-03-13,7.420000076293945,7.420000076293945,7.679999828338623,6.929999828338623,7.150000095367432,4335100
2023-03-14,7.050000190734863,7.050000190734863,7.650000095367432,6.989999771118164,7.554999828338623,5160100
2023-03-15,7.070000171661377,7.070000171661377,7.110000133514404,6.75,6.900000095367432,4505100
2023-03-16,7.389999866485596,7.389999866485596,7.480000019073486,6.960000038146973,7.010000228881836,3646600
2023-03-17,7.480000019073486,7.480000019073486,7.599999904632568,7.21999979019165,7.329999923706055,4659900
2023-03-20,7.559999942779541,7.559999942779541,7.730000019073486,7.360000133514404,7.429999828338623,4054500
2023-03-21,7.849999904632568,7.849999904632568,7.96999979019165,7.639999866485596,7.659999847412109,3606800
2023-03-22,7.510000228881836,7.510000228881836,7.880000114440918,7.5,7.880000114440918,5039700
2023-03-23,7.539999961853027,7.539999961853027,7.999000072479248,7.353000164031982,7.619999885559082,4086600
2023-03-24,7.579999923706055,7.579999923706055,7.630000114440918,7.295000076293945,7.449999809265137,2606100
2023-03-27,7.519999980926514,7.519999980926514,7.75,7.324999809265137,7.710000038146973,3214900
2023-03-28,7.489999771118164,7.489999771118164,7.619999885559082,7.420000076293945,7.5,1825800
2023-03-29,7.730000019073486,7.730000019073486,7.809999942779541,7.440000057220459,7.679999828338623,3327400
2023-03-30,7.730000019073486,7.730000019073486,8.0,7.690000057220459,7.96999979019165,3803600
2023-03-31,8.180000305175781,8.180000305175781,8.239999771118164,7.739999771118164,7.760000228881836,4791300
2023-04-03,8.020000457763672,8.020000457763672,8.324999809265137,7.71999979019165,8.079999923706055,4398200
2023-04-04,7.989999771118164,7.989999771118164,8.140000343322754,7.78000020980835,8.09000015258789,2206200
2023-04-05,7.329999923706055,7.329999923706055,7.900000095367432,7.21999979019165,7.900000095367432,5415000
2023-04-06,7.289999961853027,7.289999961853027,7.400000095367432,7.099999904632568,7.28000020980835,2675400
2023-04-10,7.440000057220459,7.440000057220459,7.480000019073486,7.010000228881836,7.25,4206900
2023-04-11,7.730000019073486,7.730000019073486,7.769999980926514,7.440000057220459,7.53000020980835,3876700
2023-04-12,7.590000152587891,7.590000152587891,7.889999866485596,7.465000152587891,7.869999885559082,4236000
2023-04-13,7.820000171661377,7.820000171661377,8.09000015258789,7.599999904632568,7.599999904632568,3825100
