Price,Adj Close,Close,High,Low,Open,Volume
Ticker,APLD,APLD,APLD,APLD,APLD,APLD
Date,,,,,,
2023-01-03,1.840000033378601,1.840000033378601,1.9600000381469727,1.7799999713897705,1.8899999856948853,299800
2023-01-04,1.8300000429153442,1.8300000429153442,1.899999976158142,1.7999999523162842,1.8600000143051147,411300
2023-01-05,1.7899999618530273,1.7899999618530273,1.840000033378601,1.7400000095367432,1.8300000429153442,279200
2023-01-06,1.8600000143051147,1.8600000143051147,1.8700000047683716,1.6100000143051147,1.7899999618530273,394800
2023-01-09,2.0799999237060547,2.0799999237060547,2.2049999237060547,1.8600000143051147,1.909999966621399,753900
2023-01-10,2.1700000762939453,2.1700000762939453,2.190000057220459,1.9500000476837158,2.0199999809265137,579300
2023-01-11,2.0999999046325684,2.0999999046325684,2.244999885559082,2.0299999713897705,2.130000114440918,633000
2023-01-12,2.200000047683716,2.200000047683716,2.240000009536743,2.0799999237060547,2.109999895095825,852300
2023-01-13,2.140000104904175,2.140000104904175,2.299999952316284,2.0820000171661377,2.2300000190734863,1512500
2023-01-17,2.25,2.25,2.309999942779541,2.1600000858306885,2.2200000286102295,1010600
2023-01-18,2.359999895095825,2.359999895095825,2.430000066757202,2.25,2.25,887500
2023-01-19,2.4200000762939453,2.4200000762939453,2.450000047683716,2.299999952316284,2.3299999237060547,694300
2023-01-20,2.4000000953674316,2.4000000953674316,2.4700000286102295,2.309999942779541,2.4200000762939453,765900
2023-01-23,2.3399999141693115,2.3399999141693115,2.430000066757202,2.2750000953674316,2.359999895095825,764900
2023-01-24,2.509999990463257,2.509999990463257,2.549999952316284,2.299999952316284,2.319999933242798,1436100
2023-01-25,2.4800000190734863,2.4800000190734863,2.515000104904175,2.359999895095825,2.450000047683716,683700
2023-01-26,2.630000114440918,2.630000114440918,2.859999895095825,2.5199999809265137,2.549999952316284,1531400
2023-01-27,3.200000047683716,3.200000047683716,3.3299999237060547,2.5999999046325684,2.640000104904175,2969200
2023-01-30,3.200000047683716,3.200000047683716,3.569999933242798,3.0299999713897705,3.3299999237060547,2898200
2023-01-31,3.0999999046325684,3.0999999046325684,3.319999933242798,2.984999895095825,3.180000066757202,1810300
2023-02-01,3.2799999713897705,3.2799999713897705,3.3450000286102295,2.9800000190734863,3.0799999237060547,1136400
2023-02-02,3.3299999237060547,3.3299999237060547,3.734999895095825,3.180000066757202,3.319999933242798,1825900
2023-02-03,3.2899999618530273,3.2899999618530273,3.4649999141693115,3.25,3.2799999713897705,602200
2023-02-06,3.2100000381469727,3.2100000381469727,3.2699999809265137,3.049999952316284,3.240000009536743,621500
2023-02-07,3.319999933242798,3.319999933242798,3.3299999237060547,3.0799999237060547,3.0999999046325684,757600
2023-02-08,3.4100000858306885,3.4100000858306885,3.549999952316284,3.2799999713897705,3.319999933242798,1199400
2023-02-09,3.130000114440918,3.130000114440918,3.494999885559082,3.1019999980926514,3.4100000858306885,780500
2023-02-10,3.1600000858306885,3.1600000858306885,3.2149999141693115,3.0,3.130000114440918,570500
2023-02-13,3.0250000953674316,3.0250000953674316,3.1730000972747803,3.0,3.119999885559082,715900
2023-02-14,2.950000047683716,2.950000047683716,3.0850000381469727,2.8299999237060547,3.0,1063400
2023-02-15,3.0799999237060547,3.0799999237060547,3.109999895095825,2.9000000953674316,2.9100000858306885,638800
2023-02-16,3.0,3.0,3.1600000858306885,2.9200000762939453,3.049999952316284,691800
2023-02-17,3.130000114440918,3.130000114440918,3.140000104904175,2.859999895095825,3.0399999618530273,695500
2023-02-21,2.869999885559082,2.869999885559082,3.119999885559082,2.825000047683716,3.069999933242798,975900
2023-02-22,2.9000000953674316,2.9000000953674316,2.9600000381469727,2.740000009536743,2.869999885559082,526300
2023-02-23,2.8499999046325684,2.8499999046325684,2.950000047683716,2.7850000858306885,2.9000000953674316,384300
2023-02-24,2.619999885559082,2.619999885559082,2.8399999141693115,2.5799999237060547,2.799999952316284,761800
2023-02-27,2.5999999046325684,2.5999999046325684,2.7049999237060547,2.549999952316284,2.6600000858306885,776800
2023-02-28,2.6500000953674316,2.6500000953674316,2.740000009536743,2.566999912261963,2.569999933242798,776900
2023-03-01,2.7100000381469727,2.7100000381469727,2.765000104904175,2.5299999713897705,2.619999885559082,508200
2023-03-02,2.630000114440918,2.630000114440918,2.7100000381469727,2.5899999141693115,2.7100000381469727,287300
2023-03-03,2.680000066757202,2.680000066757202,2.7100000381469727,2.575000047683716,2.619999885559082,443000
2023-03-06,2.509999990463257,2.509999990463257,2.680000066757202,2.4809999465942383,2.6600000858306885,908300
2023-03-07,2.390000104904175,2.390000104904175,2.6500000953674316,2.380000114440918,2.6500000953674316,751900
2023-03-08,2.25,2.25,2.430000066757202,2.234999895095825,2.430000066757202,863100
2023-03-09,2.0250000953674316,2.0250000953674316,2.2799999713897705,1.9950000047683716,2.2300000190734863,772000
2023-03-10,1.8700000047683716,1.8700000047683716,2.0299999713897705,1.840000033378601,1.9700000286102295,834900
